sentence,polarity,category,aspect
في مرلكش سياح تخالي نزل وتهبط لاسواق ماكله شعبيه نرمالم راهو فما منطقه متع ماكله شعبيه متع براوط وشوم مرفق مفهوم سياحه تبدل تفرج في فلوڨ متع ناس تسافر ماكله تمشيلك اتعس بلاصه وتاكل,Positive,GENERAL,
سلام اخي عزيز كسكرت عيري تاع زوليه فيها براكه كبيره حمد لله و رزق قليل و بركه كبيره انشاء الله اعونك رجل مرزوق برزق حلال حمد الله ربي يعونك وخليك راجل من اخيك جزائري,Positive,RESTAURANT#SERVICE,شاف
صراحه انا نعرف برشا من اولاد عيار لا ثيقه لا امانه لا شرف و لا نضافهو بصتا خاصه صحاب هالمهنهتلق اديه عياذو بالله فحم علي هريسه علي زيت علي دم متاع مرقاز بهايموه اغفص ومدلك تاكل,Positive,RESTAURANT#cleanliness,نظافة
نكره كذاب ناس الي تحشي فيه قال نصور 15 الف ولا 20 الف قول نصور حمد لله ويزيؤ بلا كذب تفوه,Positive,RESTAURANT#GENERAL,مطعم
حتي لعضم غليتوه نكتو فيه الله لا تربح يا حكومه يا مبنه يا سراق,Negative,FOOD#PRICES,سوم
خساره مفماش نضافه وفريجيدار,Negative,RESTAURANT#cleanliness,نظافة
اسمع اكل موزيكا والله مرضي,Negative,GENERAL,
ماكله نصب بكل وسخ لا عندو لا ماء لا صاب لا فريجيدار يمشي يبول ويرجع يملس كسكروت,Positive,RESTAURANT#cleanliness,نظافة
ما احلاه عبد كي يبدي قنوع و يحمد في ربي و يخدم حلال,Negative,RESTAURANT#SERVICE,شاف
يكذب كيف قال نصور في 15 و 20 دينار يحساب قباضه ههه ربي يعين رجال الي تخدم علي روح اما ربي يقول واما بنعمه ربك فحدث,Negative,FOOD#PRICES,سوم
نفس كومونتار الي عملت نايا,Negative,GENERAL,
واش معناه مروب,Positive,RESTAURANT#GENERAL,مطعم
بيض مغلي في ماء,Negative,RESTAURANT#GENERAL,مطعم
مكروب سقطت منها كاف ههه و اصبحت مروب امزح معك تحيه لك,Negative,RESTAURANT#GENERAL,مطعم
بنين شهيتو,Positive,RESTAURANT#GENERAL,مطعم
فهمت قال عشر مره ههه,Positive,GENERAL,
من يشتري من كسكرزت في قاعه بلا نظافه حتي باش يغسل يدو ما عندوش يحك خشم يحك ترمتو وبعد يعملك كسكروت معفن وحكه هريسه غبره تراب ويمس فلوس يمس خشم يحك نقبو وبعد يعملك كسكروت اع مخمج,Negative,RESTAURANT#cleanliness,نظافة
فقر سعاده,Negative,GENERAL,
لاحظت بلي علبه تاع طون في تونس تجي 50 علبه من طون جزائريه شعب جزائري يعا من نقص فادح في اسماك علي عكس جير اين هي وزاره صيد بحري,Positive,GENERAL,
ماشاء الله تبارك رحم كسكروط واعر غير لهريسه منقدرش عليها ختكم من مغرب بصحت,Positive,GENERAL,
طابونه حنا عند في مغرب عيب ههه,Positive,GENERAL,
يا حسره علا كسكروت عياري من 2001 مكليتوش,Positive,RESTAURANT#GENERAL,مطعم
ربي اعين زوالي,Positive,RESTAURANT#GENERAL,مطعم
مامع عضمه,Positive,RESTAURANT#GENERAL,مطعم
حتي انتو بش تبيضو كيف دجاج,Positive,RESTAURANT#GENERAL,مطعم
فهمت اختي فهمت فهمت اختي فهمت فهمت فهمت,Positive,GENERAL,
و ما ارك لغه الي تتكلمو بها,Positive,GENERAL,
تحياتي الي اخو في تونس و لكن سندويش فيه بيضه مسلوقه تونه حار زيت زيتونه فيلم رعب او مسرحيه عادل امام,Negative,RESTAURANT#GENERAL,مطعم
خدام رجال سيد,Positive,RESTAURANT#SERVICE,شاف
بالله ناس لي تقول خمج و امراض و بكتير و و ا خويا و لا اختي رانا من قديم زمان ناكلو فيه و لا مرض لا صار شي حمد لله انا ما ريتش و ما سمعتش بحال مرضيه و الا وفي متعدده بسبب عياري ولا غيرو ذات لي جايب ماكلت تتعدا عالسكانير و تحاليل طبيه قبل ما ياكلو قولي معصوم من امراض تي اصح منكم ناس لتحكو علي يا صيدليه,Negative,RESTAURANT#cleanliness,نظافة
طبون ههه لو تقول فالمغرب مشكله,Positive,GENERAL,
ياخذ في حاره عظم ب 700 يبيع في كعب ب 400 حاره 1600 و يقلك نصور 15000د هذا في عظم اكهو,Negative,FOOD#PRICES,سوم
تي اعطوه رخصه الزح,Negative,RESTAURANT#GENERAL,مطعم
ما معني كلمه عياري,Positive,RESTAURANT#GENERAL,مطعم
يعيش زوالي اين وجد مهم حلا ليخير من الي يسرق في ناس,Positive,GENERAL,
شاحل تكل لحارء,Positive,GENERAL,
اكثر لمجه معفونه في تونس,Positive,FOOD#QUALITY,اكل
رجال ربي يعا تحيا زواليو كان,Positive,RESTAURANT#SERVICE,شاف
كعبوره يا معلم,Positive,RESTAURANT#SERVICE,شاف
نغسل ايدي معج و نحك سنيه صاب,Negative,RESTAURANT#cleanliness,نظافة
كسكروت خطير جدا ومفخخ كليتو مرت موت شفت كارثه تن وسلايط في مكان غير ملائم لدرجه بروده ربي يسهل قسم واكاهو,Negative,FOOD#QUALITY,اكل
ظاهره غير صحيه وجب علي بلديه منع,Negative,FOOD#QUALITY,اكل
راجلي طليا مات عليه كسكروت ديجا كلاه من عندك توه نرجع ليك في مارس ربي يوفقك,Negative,RESTAURANT#GENERAL,مطعم
تحيا كرانتيكا,Positive,GENERAL,
شناه عظمه هادي يعني بيضه,Positive,RESTAURANT#GENERAL,مطعم
معلم,Positive,RESTAURANT#GENERAL,مطعم
كسكروت عياري,Positive,RESTAURANT#GENERAL,مطعم
نحب نفهم علاش اسمو كسكروت عياري,Positive,RESTAURANT#GENERAL,مطعم
فهمت,Positive,GENERAL,
كسكروت خمج الله يعين,Negative,RESTAURANT#cleanliness,نظافة
انا اول تونسي نتلب سماح من بن علي طربلسب,Positive,GENERAL,
فهمت x 10000 مره,Positive,GENERAL,
اكثر اكله يحب جراثيم وتهزك استعجالي,Negative,FOOD#QUALITY,اكل
هريسه و بيض هريسه و بيض بدلو شوي,Negative,RESTAURANT#GENERAL,مطعم
تبلبيز وتكعبير يععغع,Negative,RESTAURANT#cleanliness,نظافة
متوحشو عياري,Negative,RESTAURANT#GENERAL,مطعم
ولكن مهيش طيبا لبيض خضرا يع او,Positive,RESTAURANT#GENERAL,مطعم
كيف تحارب الله وتريد ان تحيو حياه كريمه كيف لقوم يتظاهر افطار علني ويقول علي صيام مش سيف وكيف لقوم يمنع شرع الله في تعدد ويمنع شرع الله في ميراث كيف لقوم ترك اسلام واتبع منهج فرنسي ويريد ان يحيو حياه كريمه عودو يا قوم عودو يا ناس الي الله صدقو لن يصلح حال الا رجوع الي منهج الله عودو,Negative,GENERAL,
كاسكروت عفن هم هم,Negative,RESTAURANT#cleanliness,نظافة
يرحمو علي بوعزيزي لي عطا تاشيره مدي حياه لمزاوله حرف بسيطه,Negative,GENERAL,
مرض صافي شوف التن و هريسه كفاش محطوط,Positive,RESTAURANT#cleanliness,نظافة
حمد لله راجل يقول شاقي و لا محتاج اخدم بفرنك و حاسب بطال مهم واحد ما يمدش يدو حرام,Negative,GENERAL,
اقوي كسكروت في عالم كسروت عياري,Negative,FOOD#QUALITY,اكل
وسخ و خمج,Negative,RESTAURANT#cleanliness,نظافة
يا جماعه احسب لكعبوره قداه من مره قال فهمت,Negative,GENERAL,
سندويش خامج,Negative,RESTAURANT#cleanliness,نظافة
خامج وبن تاع زوالي,Negative,RESTAURANT#cleanliness,نظافة
اشنو هذا خبز معبي هريسه و عظم مروبه و زيد فريت كلها زيت تخلبيز في تدبيز وهذا تسموه كفتاجي لا حول ولا قوه الا بالله ماكله حبس كتراس احسن منها يقل مثل عند تريد ان تقيس حضاره بلد ما فانظر لما ياكل قولي ماذا تاكل اقول لك من انت شيء يعيف و يسد نفس انتهي معني واضح,Negative,RESTAURANT#cleanliness,نظافة
ياسراق 4 كعب عظم 900 فرنك دوله سرقه حتي لعظم حسدوت فيه نم فيكم,Negative,FOOD#PRICES,سوم
اغلب تونسي ما يكلوش كسكروت في شارع غالط صاحب فيديو انا عمري ما كليت كسكروت عياري في حياتي اراه وسخ وخمج,Negative,RESTAURANT#cleanliness,نظافة
ناس طلعت صاروخ و حنا روبورتاج علي كاسكروت هريسه خاص فتوح اسلاميه من جديد,Negative,GENERAL,
سبب حقيقي غلاء في تونس هم جزائري حيث تجد متلهف علي اي شيء تقع عليه اعين وخاصه ان يملك اموال طائله هبل ولا شيء يقف في طريق ما يرغب في شراءه اما تجار جزائري فحدث ولا حرج فلا يقصد محلا تبضع الا ويشمع كل سلع موجوده فيها مما يؤدي الي ندره سلع في اسواق وبالتالي ارتفاع اسعار,Negative,FOOD#PRICES,سوم
ريبورتاج اسمو بلا قناع بكلو اقنعه قولو حقيقه و احكو عالغشه و خمج و غلاء متاع عياري مروب ب 400 فرنك,Negative,FOOD#PRICES,سوم
تفطر بخمستاش ميا و بعد تتسكد سبيتار بانتوكسيكلسي مرا شهره لا مت من ماكلت شارع مسخه وبعد مرضت بسرط اكاهو من وقت تعلمت,Negative,FOOD#PRICES,سوم
كثرتو تفلق لمصارن ماشي نتاع كل يوم,Negative,RESTAURANT#GENERAL,مطعم
فقط ناس مهمشه ياكلو كسكروت في شارع بدون اي صفه او حتي سلامه لحفض اكله تخص مهمش فقط لا تعمم ياكل اغلب مهبله انس في كامل مداركو عقليه لا ياكل اكله غير صحيه وبد حمايه,Negative,RESTAURANT#GENERAL,مطعم
كسكروت خمج اع يشري منه الا طبقه فقيره او ناس بهايم,Negative,RESTAURANT#cleanliness,نظافة
عياري,Negative,RESTAURANT#GENERAL,مطعم
كاسكروط درتو عليه فيديو,Negative,GENERAL,
توانسه ميعرفوش لحم غالي علي حمد الله جيت ليبي,Negative,FOOD#PRICES,سوم
قرف,Negative,RESTAURANT#cleanliness,نظافة
اشهر لمجه,Negative,RESTAURANT#GENERAL,مطعم
ليست لمجه و انما اكله لمجه مشهوره هي كافيار,Positive,RESTAURANT#GENERAL,مطعم
كول ومت بعيد خخخخ اكل مرض سريع,Negative,RESTAURANT#cleanliness,نظافة
خامج وبن,Negative,RESTAURANT#cleanliness,نظافة
كلوشار,Negative,RESTAURANT#GENERAL,مطعم
هذه اكله لا تهم انس بعقل وعندو وعي ومستوي ما يكلش خمج متع هريسه محلوله من فجر وغبابر وشمس زيد اك بياع حدث ولا حرج ما عندوش ماء باش يغسل ايديه وسخ فلوس وسخ شارع مره يحك خشمو مره يحك ما نعرفش شنوا وبعد يعمل كسكروت اعيت اخ مهبول الي يشري عفن من شارع,Negative,RESTAURANT#cleanliness,نظافة
بربي خويا انتا تتكبر هكا كاين نسات هذي خبزت ومعيشت احمد ربي,Negative,RESTAURANT#GENERAL,مطعم
تونس بعثت لها انهضه نكبه وتعطيل اهداف اثوره كله مخطط واعملاء اشباه ارجال ينفذ كوارث اجتماعيه باجمله زالاوضاع شاهده وكله بغطاء اسلام,Positive,GENERAL,
من اكل محبذه لدي تونسي ومن احسن اكل التي يعد طباخ في مطاعم خاصه شعبيه منها ونحن اليوم ناخذ في زياره لملك كفتاجي مثل ما يسمونه طاهر غانا ملك كفتاجي ببن عروس,Positive,GENERAL,
ولافاده اعزلئ متابع يكم كيفيه اعداد كفتاجي مكون 500 غرام بطاطا 500 غرام قرع احمر 4 بيض 500 غرام طماطم خضراء 250 غرام فلفل اخضر توابل حسب ذوق ملح حسب ذوق 105 كوب زيت نباتي قلي خطو 30 دقيقه يقطع كل من بطاطا قرع طماطم فلفل الي مكعب متوسطه حجم يقلي بطاطا مع رشه ملح ثم قرع يوضع زيت في مقلاه علي نار ويكسر بيض فوقه ويقلي ثم يرفع بيض وتوضع مكعب فلفل في مقلاه وتقلي جيدا يرفع فلفل من مقلاه ويضاف زيت جديد وتضاف مكعب طماطم يه وتقلي جيدا تفرك مكعب بطاطا الي قطع اصغر مع حرص علي عدم هرس وكذلك قرع ثم يوضع فلفل طماطم في فرامه لحم ويطحن جيدا تخلط مكون كلها مع بعض ثم تتبل توابل ملح وتقدم ربي يبارك صحا هناء بصحت يا توانسه من جزاير نحبو,Positive,RESTAURANT#GENERAL,مطعم
